group,word_S,lexical_density,nn_W,np_W,nominal_W,neoclass_W,poss_pronoun_W,pronoun_all_W,p1_perspron_P,p2_perspron_P,p3_perspron_P,it_P,pospers1_W,pospers2_W,pospers3_W,adj_W,atadj_W,predadj_W,prep_W,finite_S,past_tense_F,will_F,modal_verb_V,verb_W,infinitive_F,passive_F,coordination_F,subordination_F,interrogative_S,imperative_S,title_W,salutation_S,place_adv_W,time_adv_W,nom_initial_S,prep_initial_S,adv_initial_S,text_initial_S,wh_initial_S,disc_initial_S,nonfin_initial_S,subord_initial_S,verb_initial_S
s1a-001_1,1960,57.81930320177987,23.668280701930062,1.1253710377431603,2.1963674851883477,0.11948051948051949,0.5329782519068231,13.788210575472824,46.36904761904762,12.583333333333332,15.250000000000002,8.916666666666666,7.536710456159586,2.0315499922546456,2.650889714557878,6.046272378630795,3.435514051930212,2.610758326700583,8.747261581626628,272,27.15,2.45,10.242460317460317,26.97937908347584,11.85,5.825,22.675,26.7,6,1,0.0,0,0.3727946808836597,1.0546739803774228,62,0,14,19,7,8,2,4,7
s1a-002_1,1361,58.65318888538269,22.25578931145767,12.38015873015873,1.360828124491206,0.37502609200722437,0.2498753131615682,11.650359869885841,30.828174603174602,15.147222222222222,15.542857142857144,12.661904761904761,5.388715746217343,2.3438736884661413,3.1344870856035056,5.827875830332013,2.019337009047114,3.8085388212848983,6.031283266213755,195,9.034126984126985,1.75,2.103571428571429,18.189365013434273,9.15,0.166666666666667,18.436507936507937,15.119047619047619,1,2,0.0,0,0.0664869721473495,0.5443308619375264,56,1,7,20,3,12,1,7,5
s1a-002_2,643,20.144394364016474,8.62972342070311,1.3234629820307564,0.5944594069165006,0.0526315789473684,0.2198058159719261,5.727012271754245,10.65,9.461904761904762,11.635714285714284,11.385714285714284,2.071162884056612,1.5430643746914556,1.820919028748889,1.4043577999298575,0.8094676568632756,0.5948901430665822,3.7125224418258584,91,4.000000000000001,0.0,0.953846153846154,8.78685016135275,4.166666666666667,1.333333333333333,5.499999999999999,7.75,2,2,0.0,0,0.2658730158730157,0.0454545454545455,16,3,4,5,2,4,1,3,5
s1a-003_1,2060,79.26570046324876,23.52952468510886,10.315526034627029,2.746657531045309,0.1166666666666667,1.3623633139277154,25.137485977752096,47.596428571428575,26.08452380952381,42.84166666666667,35.63333333333333,10.390934802946864,4.677089268878223,8.936246465043336,6.885786965972853,2.4765699140344704,4.409217051938383,8.550958422374705,340,16.32142857142857,5.416666666666666,7.319444444444444,38.53486277754002,20.816666666666666,1.166666666666667,41.673809523809524,17.185714285714283,4,3,0.0,0,0.9571821152703507,0.9534012300572405,77,4,9,42,4,12,1,3,12
s1a-004_1,2008,65.82417782123348,24.563119167112795,3.897575983422365,3.584916397957052,0.6272012533827089,1.012030883446643,15.129480775452993,51.687179487179485,14.237179487179487,16.79102564102564,8.566666666666666,8.18435787224514,3.033716228938309,2.7132599504165067,7.429884003506334,4.0250326930446425,3.4048513104616904,11.05915737099242,255,35.602380952380955,4.5,5.302813852813853,29.933598667191983,7.35,3.041666666666666,34.71388888888889,24.93015873015873,3,5,0.0,0,1.616569763870461,1.1435188721953429,76,0,19,16,4,8,3,7,10
s1a-005_1,2112,99.61006420032066,30.34767271546373,10.957733144048934,2.13924667549723,1.7029947800944445,0.8757376395534293,36.897736091982175,70.53730158730158,18.57222222222222,59.0031746031746,31.45515873015873,16.67503110762435,4.160897401040254,13.402982381208492,8.786782107263472,2.667489980237609,6.119292127025862,8.493198215151327,358,49.83134920634921,8.087301587301585,9.438564213564211,49.51787623354453,15.167857142857141,1.569444444444444,43.880158730158726,28.341666666666665,2,5,0.0,0,0.45460992907801456,1.3965560496671685,112,2,28,37,6,52,6,17,2
s1a-006_1,2067,111.06843517276222,28.74711768471565,6.070035305489027,1.306800234328083,0.0188679245283019,1.6480269730269732,45.39146361839714,68.18571428571428,25.176190476190477,68.22857142857143,40.86904761904761,16.597783995751048,5.723351782625976,16.904533284334256,11.153400095819249,4.062217550929611,7.091182544889638,12.866273506195324,335,32.37619047619047,8.5,14.02738095238095,65.0978820867383,20.426190476190477,3.033333333333333,38.42142857142857,27.519047619047615,6,9,0.0,0,1.3756893106893109,0.8399977005493819,115,9,26,29,14,91,7,20,17
s1a-007_1,2062,109.07168243786396,31.82365275120626,3.2488895162808196,3.365341469675835,2.2700757575757575,1.6920125683283582,46.23038918973769,64.59166666666667,37.233333333333334,69.55833333333334,34.974999999999994,15.910163658475007,8.654053844046103,16.834624628037943,10.400834575578822,6.323778244110725,4.077056331468095,13.599061443820835,336,51.416666666666664,8.833333333333332,15.945238095238093,63.598305594798056,13.0,3.749999999999999,27.366666666666667,27.866666666666664,6,15,0.0,0,1.771181064888158,2.2832264227001065,123,5,41,17,21,53,15,19,16
s1a-008_1,2195,110.38141787123851,32.40127255557293,5.321599975755986,2.020879521746058,0.7104097291597293,1.0956219569567602,43.16812897995998,66.34920634920634,34.319047619047616,72.86587301587302,36.37619047619047,15.280544702806951,7.808678175334185,15.633469205902408,9.30820389571517,2.355793817752022,6.9524100779631475,8.049692805163259,353,60.449999999999996,2.2,8.146825396825395,63.35034144419442,15.366666666666667,7.166666666666666,42.699999999999996,39.30833333333334,11,5,0.0,0,1.459100621600622,2.0901324781120185,117,2,31,34,13,64,6,16,7
s1a-009_1,1956,114.11817401559661,41.361230687405076,8.728009597835797,3.46496924128503,0.9826807698301386,1.7163886766827945,28.76326453777063,41.166666666666664,23.7,58.18333333333333,33.016666666666666,8.904104283773938,5.254616156790071,12.652821677989811,18.821311483176057,8.639210367566697,10.18210111560936,12.80775047475885,262,68.23333333333333,2.5,4.928571428571428,45.20762224717969,10.2,4.458333333333333,39.141666666666666,22.9,4,7,0.0,0,0.9725449988607879,0.9541925465838511,103,3,32,26,7,129,12,17,7
