s1a,2,134
s1b,135,279
s2a,280,365
s2b,366,540
w1a,541,570
w1b,571,746
w2a,747,788
w2b,789,880
w2c,881,1016
w2d,1017,1053
w2e,1054,1096
w2f,1097,1118
